Set: Salvatore Gaia | File: Elsword\Resources\Enum.lua | Line: 116 | ID/Key: TA_CENTER_LEFT=4 | Context: SGI_GAIA			= 1,
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262177 | ID/Key: 6348120 | Context: m_Name = "(Old)Drained Shadow Chaser Top Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262183 | ID/Key: 6348125 | Context: m_Name = "(Old)Blessed Shadow Chaser Top Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262189 | ID/Key: 6348130 | Context: m_Name = "(Old)Ultimate Shadow Chaser Top Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262195 | ID/Key: 6348135 | Context: m_Name = "(Old)Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262201 | ID/Key: 6348140 | Context: m_Name = "(Old)Improved Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262207 | ID/Key: 6348150 | Context: m_Name = "(Old)Superior Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262213 | ID/Key: 6348155 | Context: m_Name = "(Old)Armored Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262219 | ID/Key: 6348160 | Context: m_Name = "(Old)Advanced Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262225 | ID/Key: 6348165 | Context: m_Name = "(Old)Hasty Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262231 | ID/Key: 6348170 | Context: m_Name = "(Old)Vitality Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262237 | ID/Key: 6348175 | Context: m_Name = "(Old)Precise Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262243 | ID/Key: 6348180 | Context: m_Name = "(Old)Nimble Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262249 | ID/Key: 6348185 | Context: m_Name = "(Old)Divine Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262255 | ID/Key: 6348190 | Context: m_Name = "(Old)Burning Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262261 | ID/Key: 6348195 | Context: m_Name = "(Old)Freezing Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262267 | ID/Key: 6348200 | Context: m_Name = "(Old)Poisoning Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262273 | ID/Key: 6348205 | Context: m_Name = "(Old)Piercing Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262279 | ID/Key: 6348210 | Context: m_Name = "(Old)Petrifying Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262285 | ID/Key: 6348215 | Context: m_Name = "(Old)Drained Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262291 | ID/Key: 6348220 | Context: m_Name = "(Old)Blessed Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262297 | ID/Key: 6348225 | Context: m_Name = "(Old)Ultimate Shadow Chaser Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262303 | ID/Key: 6348230 | Context: m_Name = "(Old)Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262309 | ID/Key: 6348235 | Context: m_Name = "(Old)Improved Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262315 | ID/Key: 6348245 | Context: m_Name = "(Old)Superior Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262321 | ID/Key: 6348250 | Context: m_Name = "(Old)Armored Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262327 | ID/Key: 6348255 | Context: m_Name = "(Old)Advanced Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262333 | ID/Key: 6348260 | Context: m_Name = "(Old)Hasty Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262339 | ID/Key: 6348265 | Context: m_Name = "(Old)Vitality Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262345 | ID/Key: 6348270 | Context: m_Name = "(Old)Precise Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262351 | ID/Key: 6348275 | Context: m_Name = "(Old)Nimble Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262357 | ID/Key: 6348280 | Context: m_Name = "(Old)Divine Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262363 | ID/Key: 6348285 | Context: m_Name = "(Old)Burning Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262369 | ID/Key: 6348290 | Context: m_Name = "(Old)Freezing Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262375 | ID/Key: 6348295 | Context: m_Name = "(Old)Poisoning Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262381 | ID/Key: 6348300 | Context: m_Name = "(Old)Piercing Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262387 | ID/Key: 6348305 | Context: m_Name = "(Old)Petrifying Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262393 | ID/Key: 6348310 | Context: m_Name = "(Old)Drained Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262399 | ID/Key: 6348315 | Context: m_Name = "(Old)Blessed Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262405 | ID/Key: 6348320 | Context: m_Name = "(Old)Ultimate Shadow Chaser Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262411 | ID/Key: 6348325 | Context: m_Name = "(Old)Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262417 | ID/Key: 6348330 | Context: m_Name = "(Old)Improved Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262423 | ID/Key: 6348340 | Context: m_Name = "(Old)Superior Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262429 | ID/Key: 6348345 | Context: m_Name = "(Old)Armored Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262435 | ID/Key: 6348350 | Context: m_Name = "(Old)Advanced Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262441 | ID/Key: 6348355 | Context: m_Name = "(Old)Hasty Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262447 | ID/Key: 6348360 | Context: m_Name = "(Old)Vitality Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262453 | ID/Key: 6348365 | Context: m_Name = "(Old)Precise Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262459 | ID/Key: 6348370 | Context: m_Name = "(Old)Nimble Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262465 | ID/Key: 6348375 | Context: m_Name = "(Old)Agile Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262471 | ID/Key: 6348380 | Context: m_Name = "(Old)Divine Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262477 | ID/Key: 6348385 | Context: m_Name = "(Old)Burning Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262483 | ID/Key: 6348390 | Context: m_Name = "(Old)Freezing Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262489 | ID/Key: 6348395 | Context: m_Name = "(Old)Poisoning Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262495 | ID/Key: 6348400 | Context: m_Name = "(Old)Piercing Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262501 | ID/Key: 6348405 | Context: m_Name = "(Old)Petrifying Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262507 | ID/Key: 6348410 | Context: m_Name = "(Old)Drained Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262513 | ID/Key: 6348415 | Context: m_Name = "(Old)Blessed Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 262519 | ID/Key: 6348420 | Context: m_Name = "(Old)Ultimate Shadow Chaser Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273631 | ID/Key: 10440802 | Context: m_Name = "Intermediate Shadow Top Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273637 | ID/Key: 10440803 | Context: m_Name = "Intermediate Shadow Bottom Piece",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273643 | ID/Key: 10460001 | Context: m_Name = "Intermediate Shadow Gloves",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273649 | ID/Key: 10460011 | Context: m_Name = "Intermediate Shadow Shoes",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273655 | ID/Key: 10460021 | Context: m_Name = "Intermediate Shadow Sword",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273661 | ID/Key: 10460031 | Context: m_Name = "Intermediate Shadow Staff",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273667 | ID/Key: 10460101 | Context: m_Name = "Intermediate Shadow Bow",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273673 | ID/Key: 10460201 | Context: m_Name = "Intermediate Shadow Blade",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273679 | ID/Key: 10460301 | Context: m_Name = "Intermediate Shadow Drone",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273685 | ID/Key: 10460401 | Context: m_Name = "Intermediate Shadow Cannon",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273691 | ID/Key: 10460501 | Context: m_Name = "Intermediate Shadow Spear",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 273697 | ID/Key: 10460601 | Context: m_Name = "Intermediate Shadow Claymore",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 279304 | ID/Key: 60001379 | Context: m_Description = "Let's bring this candy along with Jack's Pumpkin Lollipop to the Alchemist!",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 279311 | ID/Key: 60001381 | Context: m_Description = "Let's bring this lollipop along with Halloween Ghost Candy to the Alchemist!",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 279439 | ID/Key: 60001409 | Context: m_Description = "Bring this ticket to the Alchemist, then you can exchange it with a new item.\n\n(Will be deleted after regular maintenance on November 23, 2010.)",
Set: Gold Falcon | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 280210 | ID/Key: 60007014 | Context: m_Name = "Ara's Special Pre-Event Gold Falcon Ice Burner Package",
Set: Gold Falcon | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 280211 | ID/Key: 60007014 | Context: m_Description = "A package commemorating the news of Ara's coming.\n\nComponent:\n\nGold Falcon Ice Burner (15)\nDivine Legendary Fox Tail Accessory",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 283084 | ID/Key: 65000646 | Context: m_Description = "Echo is the tiny alchemist in Elder Village.\n\n(Right-click to use)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 283091 | ID/Key: 65000647 | Context: m_Description = "Chacha Buch is the only lizard alchemist.\n\n(Right-click to use)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 283098 | ID/Key: 65000648 | Context: m_Description = "Amos is one of the greatest alchemists of all the Ponggos.\n\n(Right-click to use)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 283105 | ID/Key: 65000649 | Context: m_Description = "Grail is a half dog and human alchemist.\n\n(Right-click to use)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 283112 | ID/Key: 65000650 | Context: m_Description = "Denka is the alchemist from Hamel.\n\n(Right-click to use)",
Set: Salvatore Ventus | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 284242 | ID/Key: 67006211 | Context: m_Description = "[Event Item]\n\nA cube containing various Elixirs.\n\nComponents:\nGiant Potion\nVentus' Wings\nBlazing Bomb\nBaby Fairy Cradle\nDenif's Ice Orb\nTracker's Soul\nRosso's Blazing Ring\nGiant Hand Potion\n\n(Deleted after the event)",
Set: Salvatore Rosso | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 284242 | ID/Key: 67006211 | Context: m_Description = "[Event Item]\n\nA cube containing various Elixirs.\n\nComponents:\nGiant Potion\nVentus' Wings\nBlazing Bomb\nBaby Fairy Cradle\nDenif's Ice Orb\nTracker's Soul\nRosso's Blazing Ring\nGiant Hand Potion\n\n(Deleted after the event)",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 286087 | ID/Key: 70000204 | Context: m_Description = "This shadow perm hairstyle is colored brown and adorned with a cute beret.",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 289201 | ID/Key: 85000900 | Context: m_Description = "Combat Support Materials made by the Alchemists.\n\n(Will be removed during next maintenance period)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 289959 | ID/Key: 85001868 | Context: m_Description = "An intelligent potion made by the Alchemist.\nYou will be able to feel a new filled power soon.",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 291312 | ID/Key: 85002275 | Context: m_Name = "Ancient Alchemist Enhancement Secret",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 291313 | ID/Key: 85002275 | Context: m_Description = "A sacred book written by an Ancient Alchemist.\n\n(Removed after the event)",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 295945 | ID/Key: 85003710 | Context: m_Description = "This sculpture contains various limited edition Ice Burner costumes.\nUse a ’Gold Ice Burner’ to melt it and obtain the item inside.\nContains: Nasod Battle Suit, Evil Tracer, Royal Maid and Royal Maid Black.\nRequires 1 Gold Ice Burner to burn.\n\n(Right-click to use.)",
Set: Velder Academy Knights | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 297305 | ID/Key: 90000182 | Context: m_Name = "Velder Academy Homework",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298909 | ID/Key: 90000560 | Context: m_Name = "Henir's Time and Space Cube",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298910 | ID/Key: 90000560 | Context: m_Description = "A cube from Ariel for the opening celebration of Henir’s Time and Space!\n\n(Will be removed during next maintenance period)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298916 | ID/Key: 90000561 | Context: m_Name = "Henir's Time and Space Special Cube",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298917 | ID/Key: 90000561 | Context: m_Description = "A special cube that drops from Henir’s Time and Space dungeon!\n\nYou will need a special key from Glave to open the special cube.\n\n(Will be removed during next maintenance period)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298930 | ID/Key: 90000563 | Context: m_Name = "Henir's Time and Space Special Cube Key",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 298931 | ID/Key: 90000563 | Context: m_Description = "A key that opens the Henir’s Time and Space Special Cube.\n\n(Will be removed during next maintenance period)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 299519 | ID/Key: 90000720 | Context: m_Description = "Made from the best Alchemist!\nHeals old scars and makes you stronger!",
Set: Shadow | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302265 | ID/Key: 90001306 | Context: m_Description = "A smoke bomb made with power of Shadow\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302328 | ID/Key: 90001322 | Context: m_Name = "Alchemist's Secret Note Sheets",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302329 | ID/Key: 90001322 | Context: m_Description = "An Alchemist’s note sheet that contains a secret.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302335 | ID/Key: 90001323 | Context: m_Name = "Alchemist's Secret Notes",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302336 | ID/Key: 90001323 | Context: m_Description = "An Alchemist’s note that contains a secret. With this note you can be able to get the Alchemist’s Know-how.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302357 | ID/Key: 90001326 | Context: m_Description = "Elder’s Alchemist, Echo has the Know-how in the page.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302364 | ID/Key: 90001327 | Context: m_Description = "Bethma’s Alchemist, Chacha Buch has the Know-how in the page.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302371 | ID/Key: 90001328 | Context: m_Description = "Altera’s Alchemist, Amos has the Know-how in the page.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302378 | ID/Key: 90001329 | Context: m_Description = "Velder’s Alchemist, Grail has the Know-how in the page.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302385 | ID/Key: 90001330 | Context: m_Description = "Hamel’s Alchemist, Denka has the Know-how in the page.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302427 | ID/Key: 90001336 | Context: m_Description = "An appreciation coupon for all of the Alchemist’s Know-how.\nYou can use this coupon to get a special cash item accessory or exchange it for Allegro’s Appreciation Cube.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302434 | ID/Key: 90001337 | Context: m_Description = "An appreciation coupon for all of the Alchemist’s Know-how.\nYou can use this coupon to get a Life Crystal or Lento’s Appreciation Cube.\n\n(Removed after the event)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 302546 | ID/Key: 90001354 | Context: m_Description = "In order to enter the Secret Dungeon-Velder’s Hallucination, you must drink the stimulants from the Glitter Alchemist. It is used to prevent you from hallucinating!\n\n(Removed after the event)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 303555 | ID/Key: 90001541 | Context: m_Name = "Henir/Secret Dungeon Note Random Cube",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 303556 | ID/Key: 90001541 | Context: m_Description = "A random note cube that can be obtained from Henir/Secret Dungeon.\n\n(Removed after the event)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 304039 | ID/Key: 90001736 | Context: m_Name = "Henir's +9 Armor set exchange ticket",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 304067 | ID/Key: 90001740 | Context: m_Name = "Henir's +9 Weapon exchange ticket",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 305434 | ID/Key: 90002196 | Context: m_Description = "Contains 1 of Aisha's Normal Skill Notes, Secret Dungeon Notes, and Henir Note.\n\n(Right-click to use)\n\nDeleted after the event)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 309355 | ID/Key: 120002989 | Context: m_Name = "Henir Preparation Package",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\ItemTrans.lua | Line: 309356 | ID/Key: 120002989 | Context: m_Description = "Make sure you are ready for Henir's Time & Space with this package!\n\nComponent:\nEl Tree Fruits (20ea)\nGnosis Blessing (5SP, 15days)\n7 Days EXP Boost Medal (50%)\nResurrection Stones (50ea)",
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4014 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250180	, 0, true )	----	일본 디자인 콘테스트「알케미스트」무기
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4015 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250190	, 0, true )	----	일본 디자인 콘테스트「알케미스트」상의
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4016 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250200	, 0, true )	----	일본 디자인 콘테스트「알케미스트」하의
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4017 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250210	, 0, true )	----	일본 디자인 콘테스트「알케미스트」장갑
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4018 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250220	, 0, true )	----	일본 디자인 콘테스트「알케미스트」신발
Set: Miracle Alchemist | File: Elsword\ClientScript\Major\PackageItemData.lua | Line: 4019 | ID/Key: unknown | Context: g_pCashItemManager:AddPackageItemData(	250540	,	250230	, 0, true )	----	일본 디자인 콘테스트「알케미스트」헤어
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5607 | ID/Key: ID=340 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5615 | ID/Key: 5=10010 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5624 | ID/Key: ID=341 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5635 | ID/Key: ID=341 | Context: m_SetName = "Henir Conqueror Set (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5647 | ID/Key: ID=341 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5655 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5664 | ID/Key: ID=342 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5675 | ID/Key: ID=342 | Context: m_SetName = "Henir Conqueror Set (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5687 | ID/Key: ID=342 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5695 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5704 | ID/Key: ID=343 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5715 | ID/Key: ID=343 | Context: m_SetName = "Henir Conqueror Set (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5727 | ID/Key: ID=343 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5735 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5744 | ID/Key: ID=344 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5755 | ID/Key: ID=344 | Context: m_SetName = "Henir Conqueror Set (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5767 | ID/Key: ID=344 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5775 | ID/Key: 5=10104 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5784 | ID/Key: ID=345 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Henir - Lord of Time and Space | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5795 | ID/Key: ID=345 | Context: m_SetName = "Henir Conqueror Set (Eve)",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5807 | ID/Key: ID=345 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5815 | ID/Key: 5=10104 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5824 | ID/Key: ID=346 | Context: m_SetName = "Nasod Battle Suit Set",
Set: Nasod Battle Suit MK2 | File: Elsword\ClientScript\Major\SetItem.lua | Line: 5834 | ID/Key: ID=346 | Context: m_SetName = "Nasod Battle Suit Set",
